"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.external_url","metaResult.attributes","metaResult.collection.name","metaResult.collection.family","metaResult.properties.files","metaResult.properties.category","metaResult.properties.maxSupply","metaResult.properties.creators","metaResult.image"
"[""FzrDvVA7qq5YxsyddYUtkxNPtSxwuaDNR5eFQUaSDE9Z"",""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ""]","GODz #360","[0,100]","","https://arweave.net/XIT1nOmMl8AnDlP18Uvk0eU3KUOxSWBugYfwZzmUPq4","[1,0]",true,"3XQy3vqmdjRGDGoYWZxv25KeJdFBGsPyHNBuz2LymgBi",true,"CbhYESZ55G15vS2vGGKdJYw6FK7qTpRfvVUAtEPUYLVc","https://explorer.solana.com/address/3XQy3vqmdjRGDGoYWZxv25KeJdFBGsPyHNBuz2LymgBi","GODz #360","","888 Seed GODz have returned after Millenia. To right their wrongdoings and bring peace to the world of Mortalz.",600,,"[{""trait_type"":""Background"",""value"":""Zanzis Citadel""},{""trait_type"":""Accessory"",""value"":""Ocks Arms""},{""trait_type"":""Domain"",""value"":""Hydro""},{""trait_type"":""Body"",""value"":""Meeko Armour""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Head"",""value"":""Golden Eagle Warrior""},{""trait_type"":""Arms"",""value"":""Banana""},{""trait_type"":""Seal"",""value"":""I""},{""trait_type"":""Phase"",""value"":""Seed""}]","GODz Seed","GODz","[{""type"":""image/png"",""uri"":""https://arweave.net/pVvOif5EepqqH4iGwBGFV7UVFIZli6pLxI3rByDMbDw""}]","image",,"[{""address"":""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ"",""share"":100}]","https://arweave.net/pVvOif5EepqqH4iGwBGFV7UVFIZli6pLxI3rByDMbDw"
"[""8BG7YY2tHagJz6xdYmXwHUNxaUKSzQyafr4Nsa2PmyeT"",""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE""]","Sol Patrol #2094","[0,100,0]","BAIL","https://arweave.net/nUesaz0F9toStcI35Ge0wDIm6wxUZheGkkhX7-ZI5mM","[1,0,0]",true,"FSkWWvDBQtNuCLNhePfAMWRuVSNop5ovMFT3xYA4CmSY",true,"8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE","https://explorer.solana.com/address/FSkWWvDBQtNuCLNhePfAMWRuVSNop5ovMFT3xYA4CmSY","Sol Patrol #2094","BAIL","The Sol Patrol is an elite team of 3333 guardians. We have one goal, to stop and capture all Solana NFTs.",500,,"[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Clothing"",""value"":""Field Jacket""},{""trait_type"":""Eyewear"",""value"":""Thermal Goggles""},{""trait_type"":""Medal"",""value"":""Silver Star""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Hats"",""value"":""Green Helmet""},{""trait_type"":""Type"",""value"":""Elite Solana""}]","Sol Patrol NFT","Patrol","[{""uri"":""https://www.arweave.net/Jr6FupNpCg8-IDCZbCYtsbpSCIKQQ6sqvAdKnF8U0pM?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""share"":100}]","https://www.arweave.net/Jr6FupNpCg8-IDCZbCYtsbpSCIKQQ6sqvAdKnF8U0pM?ext=png"
"[""FzrDvVA7qq5YxsyddYUtkxNPtSxwuaDNR5eFQUaSDE9Z"",""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ""]","GODz #46","[0,100]","","https://arweave.net/nmhLV3zX-tJlewLocArM-NCk4rW8lBserzm1jOoptZM","[1,0]",true,"DFPqsi1xdMroXyCQu2UpKZWEghX3sC7WE86sHu2paa1b",true,"CbhYESZ55G15vS2vGGKdJYw6FK7qTpRfvVUAtEPUYLVc","https://explorer.solana.com/address/DFPqsi1xdMroXyCQu2UpKZWEghX3sC7WE86sHu2paa1b","GODz #46","","888 Seed GODz have returned after Millenia. To right their wrongdoings and bring peace to the world of Mortalz.",600,,"[{""trait_type"":""Background"",""value"":""Infinite Tsukuyomi""},{""trait_type"":""Accessory"",""value"":""Wheatley""},{""trait_type"":""Domain"",""value"":""Aether""},{""trait_type"":""Body"",""value"":""Ancient Emperor""},{""trait_type"":""Eyes"",""value"":""Tribal""},{""trait_type"":""Mouth"",""value"":""Dragon Pipe""},{""trait_type"":""Head"",""value"":""Shinobi""},{""trait_type"":""Arms"",""value"":""Yingyang Fists""},{""trait_type"":""Seal"",""value"":""XVI""},{""trait_type"":""Phase"",""value"":""Seed""}]","GODz Seed","GODz","[{""type"":""image/png"",""uri"":""https://arweave.net/kxJpf9pkCfbAaayqUZ6tRY20XKrLitPYkOS0r1d9dtY""}]","image",,"[{""address"":""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ"",""share"":100}]","https://arweave.net/kxJpf9pkCfbAaayqUZ6tRY20XKrLitPYkOS0r1d9dtY"
"[""8BG7YY2tHagJz6xdYmXwHUNxaUKSzQyafr4Nsa2PmyeT"",""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE""]","Sol Patrol #1772","[0,100,0]","BAIL","https://arweave.net/FnYR9_VBnjUqQRTBhwIZnLroS3gTXGa9HvUYHPcHQ_U","[1,0,0]",true,"7KveUKYSTJxndhDristDZJiKhipfuLrkXoU19HDc37Jf",true,"8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE","https://explorer.solana.com/address/7KveUKYSTJxndhDristDZJiKhipfuLrkXoU19HDc37Jf","Sol Patrol #1772","BAIL","The Sol Patrol is an elite team of 3333 guardians. We have one goal, to stop and capture all Solana NFTs.",500,,"[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Clothing"",""value"":""None""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Medal"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Blue Mouth Guard""},{""trait_type"":""Hats"",""value"":""Brown Helmet""},{""trait_type"":""Type"",""value"":""Detective""}]","Sol Patrol NFT","Patrol","[{""uri"":""https://www.arweave.net/Tj7mWLVZkPAbJlruYN8vEz48o-g5wibh4eyW9zlkD64?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""share"":100}]","https://www.arweave.net/Tj7mWLVZkPAbJlruYN8vEz48o-g5wibh4eyW9zlkD64?ext=png"
"[""FzrDvVA7qq5YxsyddYUtkxNPtSxwuaDNR5eFQUaSDE9Z"",""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ""]","GODz #242","[0,100]","","https://arweave.net/BkZ57S-LRzBmy35xaKcL543kmozbpVdu-ldL6xKbfiE","[1,0]",true,"AkyvezFNc8szqWRrygcUnF99org5TFJGRPHfxk2wGNXP",true,"CbhYESZ55G15vS2vGGKdJYw6FK7qTpRfvVUAtEPUYLVc","https://explorer.solana.com/address/AkyvezFNc8szqWRrygcUnF99org5TFJGRPHfxk2wGNXP","GODz #242","","888 Seed GODz have returned after Millenia. To right their wrongdoings and bring peace to the world of Mortalz.",600,,"[{""trait_type"":""Background"",""value"":""Demonz Pet""},{""trait_type"":""Accessory"",""value"":""Serpent""},{""trait_type"":""Domain"",""value"":""Shade""},{""trait_type"":""Body"",""value"":""Gi""},{""trait_type"":""Eyes"",""value"":""Sage""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Head"",""value"":""None""},{""trait_type"":""Arms"",""value"":""Crab Claw""},{""trait_type"":""Seal"",""value"":""XIV""},{""trait_type"":""Phase"",""value"":""Seed""}]","GODz Seed","GODz","[{""type"":""image/png"",""uri"":""https://arweave.net/tQN7ucaoCzL_mR7IrrGMjcSmGuXKSWKOr3XFIzhCQWY""}]","image",,"[{""address"":""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ"",""share"":100}]","https://arweave.net/tQN7ucaoCzL_mR7IrrGMjcSmGuXKSWKOr3XFIzhCQWY"
"[""8BG7YY2tHagJz6xdYmXwHUNxaUKSzQyafr4Nsa2PmyeT"",""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE""]","Sol Patrol #1873","[0,100,0]","BAIL","https://arweave.net/4YdBGkFQzEoMwGlEeQk7ShCgEBaQDJg9Wa_VAmxhBSU","[1,0,0]",true,"7nYTdze1a8UfMkRyyv8WhrsKD5tCq8qTCvbrTanyWMme",true,"8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE","https://explorer.solana.com/address/7nYTdze1a8UfMkRyyv8WhrsKD5tCq8qTCvbrTanyWMme","Sol Patrol #1873","BAIL","The Sol Patrol is an elite team of 3333 guardians. We have one goal, to stop and capture all Solana NFTs.",500,,"[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Clothing"",""value"":""Field Jacket""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Medal"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Cigarette""},{""trait_type"":""Hats"",""value"":""Blue Laser Jammer""},{""trait_type"":""Type"",""value"":""Elite Solana""}]","Sol Patrol NFT","Patrol","[{""uri"":""https://www.arweave.net/TCb1biW0n4KeoYkhKoxN2HdyXZQ5JcFi15R86w9vjwc?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""share"":100}]","https://www.arweave.net/TCb1biW0n4KeoYkhKoxN2HdyXZQ5JcFi15R86w9vjwc?ext=png"
"[""8BG7YY2tHagJz6xdYmXwHUNxaUKSzQyafr4Nsa2PmyeT"",""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE""]","Sol Patrol #1546","[0,100,0]","BAIL","https://arweave.net/2yvVnDmEW53xw1-3KQi1lcGUdBIzbTNL5uIJG93T3tE","[1,0,0]",true,"7aauHm3dWoggjxeN7dqfZF9vdoLN6adA6wpWfVDmosiz",true,"8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE","https://explorer.solana.com/address/7aauHm3dWoggjxeN7dqfZF9vdoLN6adA6wpWfVDmosiz","Sol Patrol #1546","BAIL","The Sol Patrol is an elite team of 3333 guardians. We have one goal, to stop and capture all Solana NFTs.",500,,"[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Clothing"",""value"":""Bulletproof Vest""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Medal"",""value"":""Bronze Star""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Hats"",""value"":""Brown Helmet""},{""trait_type"":""Type"",""value"":""Elite Terminator""}]","Sol Patrol NFT","Patrol","[{""uri"":""https://www.arweave.net/aiqyU8wiIB8ebN3xyjc6ghe0HXvviE8V1Htsgax20kw?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""share"":100}]","https://www.arweave.net/aiqyU8wiIB8ebN3xyjc6ghe0HXvviE8V1Htsgax20kw?ext=png"
"[""B9REbEXGse3JD2EtypAt2rDwPniA57AtPMCQ8n4WfYnK"",""AfVySHXxTrf5vvLMRCNdfeWmE9h6QFsxzxJ2fgJj7VrQ"",""3TNqESRP84pJKQRfhLG3vbKAbDLSFLDtzWr8aVX8CL3k"",""8gzR2vT8vCiqwdG5yP9v1nQdL3agJer9vLEcd2Jkf3VD"",""FX85xZpESurPHXoEiqqa27PdHshHLzjXkstKQogtpD4t""]","Astrals #107","[0,25,25,25,25]","ASTRALS","https://arweave.net/cZ7fMTlOwQ6r72ta2XqMKg8kbdT8UGF5qu-Nwce29h0","[1,0,0,0,0]",true,"HFs1HGTvetTe2ptU8y9iQSWUiqqNoNZbs98dKT696SjH",true,"9ZtfJY5YggxyxNKncYFLPPFuS3fy8bx49n7Ly3M3QRJY","https://explorer.solana.com/address/HFs1HGTvetTe2ptU8y9iQSWUiqqNoNZbs98dKT696SjH","Astrals #107","ASTRALS","One of the 10,000 brave souls who have offered their lives as tribute to maintain order in the Galaxy.",800,,"[{""trait_type"":""Background"",""value"":""Light Yellow Mist""},{""trait_type"":""Weapon"",""value"":""Short Sword Glacies""},{""trait_type"":""Body"",""value"":""Rubicon Spacesuit""},{""trait_type"":""Face"",""value"":""Azuli Mage""},{""trait_type"":""Shimmer"",""value"":""Benignitas Vita""}]",,,"[{""type"":""image/png"",""uri"":""https://arweave.net/Fl5622Ad5IGYjRqjwEsRU2ivX_bFYYqW0EdApXOpfIU?ext=png""}]","image",,"[{""share"":25,""address"":""AfVySHXxTrf5vvLMRCNdfeWmE9h6QFsxzxJ2fgJj7VrQ""},{""share"":25,""address"":""3TNqESRP84pJKQRfhLG3vbKAbDLSFLDtzWr8aVX8CL3k""},{""share"":25,""address"":""8gzR2vT8vCiqwdG5yP9v1nQdL3agJer9vLEcd2Jkf3VD""},{""share"":25,""address"":""FX85xZpESurPHXoEiqqa27PdHshHLzjXkstKQogtpD4t""}]","https://arweave.net/Fl5622Ad5IGYjRqjwEsRU2ivX_bFYYqW0EdApXOpfIU?ext=png"
"[""B9REbEXGse3JD2EtypAt2rDwPniA57AtPMCQ8n4WfYnK"",""AfVySHXxTrf5vvLMRCNdfeWmE9h6QFsxzxJ2fgJj7VrQ"",""3TNqESRP84pJKQRfhLG3vbKAbDLSFLDtzWr8aVX8CL3k"",""8gzR2vT8vCiqwdG5yP9v1nQdL3agJer9vLEcd2Jkf3VD"",""FX85xZpESurPHXoEiqqa27PdHshHLzjXkstKQogtpD4t""]","Astrals #1782","[0,25,25,25,25]","ASTRALS","https://arweave.net/u06a-e2OGyWkLRNjSIGwq8WP2gmPAjGTE0VfVohfkl4","[1,0,0,0,0]",true,"62rX4JNCkE7V6iXCbiSEsY4UaV1y2XUouPNdDXUHW7PL",true,"9ZtfJY5YggxyxNKncYFLPPFuS3fy8bx49n7Ly3M3QRJY","https://explorer.solana.com/address/62rX4JNCkE7V6iXCbiSEsY4UaV1y2XUouPNdDXUHW7PL","Astrals #1782","ASTRALS","One of the 10,000 brave souls who have offered their lives as tribute to maintain order in the Galaxy.",800,,"[{""trait_type"":""Background"",""value"":""Light Yellow Mist""},{""trait_type"":""Weapon"",""value"":""Fire Trident""},{""trait_type"":""Body"",""value"":""Obsidian Armor""},{""trait_type"":""Face"",""value"":""Tsqāl Bookworm""},{""trait_type"":""Shimmer"",""value"":""Benignitas Aqua""}]",,,"[{""type"":""image/png"",""uri"":""https://arweave.net/HHLTEEPLUK2QHL1l-P8o22Wq9CRsaoJxpLm8xMLINV8?ext=png""}]","image",,"[{""share"":25,""address"":""AfVySHXxTrf5vvLMRCNdfeWmE9h6QFsxzxJ2fgJj7VrQ""},{""share"":25,""address"":""3TNqESRP84pJKQRfhLG3vbKAbDLSFLDtzWr8aVX8CL3k""},{""share"":25,""address"":""8gzR2vT8vCiqwdG5yP9v1nQdL3agJer9vLEcd2Jkf3VD""},{""share"":25,""address"":""FX85xZpESurPHXoEiqqa27PdHshHLzjXkstKQogtpD4t""}]","https://arweave.net/HHLTEEPLUK2QHL1l-P8o22Wq9CRsaoJxpLm8xMLINV8?ext=png"
"[""8BG7YY2tHagJz6xdYmXwHUNxaUKSzQyafr4Nsa2PmyeT"",""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE""]","Sol Patrol #2726","[0,100,0]","BAIL","https://arweave.net/KNonCyo7vXQIfhbbqUxyIfcAD84K2970lNjEfq9XRz8","[1,0,0]",true,"HuczyiQj3SUXxjW84qFM9e7sLMEARYiL2BY2Yq5X3gCm",true,"8RM5zah9umtd68e8hhR8EDMbz1p84M3bYiNTQei4RgiE","https://explorer.solana.com/address/HuczyiQj3SUXxjW84qFM9e7sLMEARYiL2BY2Yq5X3gCm","Sol Patrol #2726","BAIL","The Sol Patrol is an elite team of 3333 guardians. We have one goal, to stop and capture all Solana NFTs.",500,,"[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Clothing"",""value"":""Reflective Vest""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Medal"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Blue Mouth Guard""},{""trait_type"":""Hats"",""value"":""Green Helmet""},{""trait_type"":""Type"",""value"":""Military""}]","Sol Patrol NFT","Patrol","[{""uri"":""https://www.arweave.net/WbRltECLWJwO1bi13RuqVX3i8lbGqeDOirpuptwWnaQ?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""JDoQbAo8DeDuZKJUzzJrkRKqj3iiFK8jG4oDHkK6AgcK"",""share"":100}]","https://www.arweave.net/WbRltECLWJwO1bi13RuqVX3i8lbGqeDOirpuptwWnaQ?ext=png"
"[""FzrDvVA7qq5YxsyddYUtkxNPtSxwuaDNR5eFQUaSDE9Z"",""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ""]","GODz #39","[0,100]","","https://arweave.net/cl72mcGI6aKzKLGTqwzE53yHgV_xDpUSSi8iCFvlGv0","[1,0]",true,"CxG1A9z9dbcuGuQAbfoAvRWEKEJs8Tfyxj1Gc94Wokf6",true,"CbhYESZ55G15vS2vGGKdJYw6FK7qTpRfvVUAtEPUYLVc","https://explorer.solana.com/address/CxG1A9z9dbcuGuQAbfoAvRWEKEJs8Tfyxj1Gc94Wokf6","GODz #39","","888 Seed GODz have returned after Millenia. To right their wrongdoings and bring peace to the world of Mortalz.",600,,"[{""trait_type"":""Background"",""value"":""Aethers Storm""},{""trait_type"":""Accessory"",""value"":""Wingz""},{""trait_type"":""Domain"",""value"":""Aether""},{""trait_type"":""Body"",""value"":""Sailors Tunic""},{""trait_type"":""Eyes"",""value"":""Stoned""},{""trait_type"":""Mouth"",""value"":""Venom""},{""trait_type"":""Head"",""value"":""Rice Hat""},{""trait_type"":""Arms"",""value"":""Crystal Fist""},{""trait_type"":""Seal"",""value"":""V""},{""trait_type"":""Phase"",""value"":""Seed""}]","GODz Seed","GODz","[{""type"":""image/png"",""uri"":""https://arweave.net/AB-UEZZl1S6kElF0Mj4g23vxpeKHxwBJJPr5citYvbk""}]","image",,"[{""address"":""9Q1YZTN6JkMpLM5qNr1NG4pjqBnezS39fVJdHjRGhLAJ"",""share"":100}]","https://arweave.net/AB-UEZZl1S6kElF0Mj4g23vxpeKHxwBJJPr5citYvbk"