"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.external_url","metaResult.attributes","metaResult.properties.creators"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#1612","[100]","SolPunks","https://arweave.net/Zy95T7aZCpcj8jC64Q7plPr4IP5drGw4DtgcP97mUhU","[1]",true,"5sVrTAv5sspHZ3dge17nXrU5JZtcPgwu1hTh8QvpmBH9",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/5sVrTAv5sspHZ3dge17nXrU5JZtcPgwu1hTh8QvpmBH9","SolPunk #1612","","SolPunk #1612 - Female",500,"https://arweave.net/vliEDMpPSLRgBenfmRiM83oKyCEk9xc7plw5Wu8I6-M","https://solpunks.com","[{""trait_type"":""Rank"",""value"":2299},{""trait_type"":""Skin"",""value"":""Albino""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Half Shaved""},{""trait_type"":""Attribute 2"",""value"":""Hot Lipstick""},{""trait_type"":""Attribute Count"",""value"":2}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#2018","[100]","SolPunks","https://arweave.net/_FIEgHzHwF_6A1XVBlrGwIu-JYl44xdEzdOOw8r6Qy8","[1]",true,"BMbxXMg6V5LjqtN8P81ExCkPZALBmRKJU8LKTd1Q8yAt",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/BMbxXMg6V5LjqtN8P81ExCkPZALBmRKJU8LKTd1Q8yAt","SolPunk #2018","","SolPunk #2018 - Female",500,"https://arweave.net/nJ60CWvtuEbs9XUFZr5zw4NXPsQUOfTN2802g6JRo5o","https://solpunks.com","[{""trait_type"":""Rank"",""value"":2123},{""trait_type"":""Skin"",""value"":""Light""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Blonde Bob""},{""trait_type"":""Attribute 2"",""value"":""Vape""},{""trait_type"":""Attribute 3"",""value"":""Clown Eyes Blue""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#371","[100]","SolPunks","https://arweave.net/9nT-5CmeyWO28XZetuafDoMu9BSidQf3zhqm51029H8","[1]",true,"2ufG4aXo1QMQNAxGEXAMZcUn6wUzmXNiWbsASiaxsLy8",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/2ufG4aXo1QMQNAxGEXAMZcUn6wUzmXNiWbsASiaxsLy8","SolPunk #371","","SolPunk #371 - Female",500,"https://arweave.net/Amv_lndVi3j39S5RVo1WNOp0aeWDpVXHdxgsbPQ99Mo","https://solpunks.com","[{""trait_type"":""Rank"",""value"":7888},{""trait_type"":""Skin"",""value"":""Mid""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Frumpy Hair""},{""trait_type"":""Attribute Count"",""value"":1}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#8362","[100]","SolPunks","https://arweave.net/X3AZgfxtP_HvE3pAjUISNEyh_TnISCTtqgo0yqSu1pU","[1]",true,"B9Knryb3cPMEX7djsMtDo6iUoJTjQGxHDm3MSug38Bz2",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/B9Knryb3cPMEX7djsMtDo6iUoJTjQGxHDm3MSug38Bz2","SolPunk #8362","","SolPunk #8362 - Male",500,"https://arweave.net/BDcnadFq7aJEpOSemFoGWgQdw-DDAF8sxm68aKQkb7I","https://solpunks.com","[{""trait_type"":""Rank"",""value"":4300},{""trait_type"":""Skin"",""value"":""Albino""},{""trait_type"":""Type"",""value"":""Male""},{""trait_type"":""Attribute 1"",""value"":""Smile""},{""trait_type"":""Attribute 2"",""value"":""Messy Hair""},{""trait_type"":""Attribute Count"",""value"":2}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""9WkExkFaChk59c94JVdSbQeLZQiNbv8FRaANQ1tdFoDj"",""6wUaEYHsntCoUJtbJkKbtyHNLqxK8bGMfkCbxMGTo2T3""]","CryptoStraps DE #1041","[0,100]","STRAPS","https://csnft.sfo3.digitaloceanspaces.com/v2/DE/1040.json?ts=1647792595952","[1,0]",true,"BZ25tX8kyp8APauHKeEHajkz2Re9s5E71fsMVaj62bxY",true,"guntXfLJzkewRM7eyvLSBQhRhiNGoGYZxybkDubF7uK","https://explorer.solana.com/address/BZ25tX8kyp8APauHKeEHajkz2Re9s5E71fsMVaj62bxY","CryptoStraps DE #1041","STRAPS","CryptoStraps is a next-gen 3D animated NFT pushing all boundaries and breathing new life into the ecosystem with their innovate tech.",500,"https://csnft.sfo3.digitaloceanspaces.com/v2/DE/1040.jpg?ext=jpg&ts=1647792364567","https://cryptostraps.io","[{""trait_type"":""BACKDROP + LIGHTS"",""value"":""COQUELICOT""},{""trait_type"":""COATING"",""value"":""GLOSSY BLACK""},{""trait_type"":""SIGHT"",""value"":""NONE""},{""trait_type"":""FRONT GRIP"",""value"":""BASIC""},{""trait_type"":""PISTOL GRIP"",""value"":""BASIC""},{""trait_type"":""MUZZLE"",""value"":""NONE""},{""trait_type"":""ADD-ON"",""value"":""NONE""},{""trait_type"":""MODEL"",""value"":""DE""}]","[{""address"":""6wUaEYHsntCoUJtbJkKbtyHNLqxK8bGMfkCbxMGTo2T3"",""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#818","[100]","SolPunks","https://arweave.net/R_s8QuuRUk2PsIBOwTWrq-ryt7wgtaF0kU3iF-cRW-s","[1]",true,"HNHjyCBn29jF8mPKTVSCJgzfwiC7iNNWCftpQVEkNSm",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/HNHjyCBn29jF8mPKTVSCJgzfwiC7iNNWCftpQVEkNSm","SolPunk #818","","SolPunk #818 - Female",500,"https://arweave.net/SKcIzCoQEe3XI9I7gsI6zNebJJKIq6JtgHQc5K1-yAk","https://solpunks.com","[{""trait_type"":""Rank"",""value"":1672},{""trait_type"":""Skin"",""value"":""Mid""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Wild Blonde""},{""trait_type"":""Attribute 2"",""value"":""Clown Eyes Green""},{""trait_type"":""Attribute 3"",""value"":""Earring""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""EjoUnC6RbJmvuqxY6m5erirnxNqQqMndJYxJ4BBwbcef"",""CynjzEsSbUf16MsYn34rRheTzgLw7wQoaYGi8Myyutw9""]","Cynova Legacy #4684","[0,100]","NOVA","https://arweave.net/3GNBuOn3sWKN5uqHS_78VZXin3lFxf9Ofa8qqoE5UXI","[1,0]",true,"497TZjzUqj1Atp2gs5ax2LyG32Bn5ysRJGyrDZbCcoek",true,"CynjzEsSbUf16MsYn34rRheTzgLw7wQoaYGi8Myyutw9","https://explorer.solana.com/address/497TZjzUqj1Atp2gs5ax2LyG32Bn5ysRJGyrDZbCcoek","Cynova Legacy #4684","NOVA","Welcome to the Cynoverse. The Cynova Legacy is a collection of 5,012 hand drawn NFTs. We are a community-led business that rewards holders with passive income",750,"https://arweave.net/eOHeRpn1IshSAF2NJImeacJzoX6uhQUXmkf5f_-j2sk?ext=png","https://www.cynova.io","[{""trait_type"":""Background"",""value"":""Pastal""},{""trait_type"":""Wing"",""value"":""Grey""},{""trait_type"":""Helmet"",""value"":""Cyber""},{""trait_type"":""Visor"",""value"":""Silver""},{""trait_type"":""Jacket"",""value"":""Teal""},{""trait_type"":""Body"",""value"":""Body""},{""trait_type"":""Items"",""value"":""Sword""}]","[{""address"":""CynjzEsSbUf16MsYn34rRheTzgLw7wQoaYGi8Myyutw9"",""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#3545","[100]","SolPunks","https://arweave.net/HubA_GyaDpkR6QMdag-NlTlpphHUFNBs1uVX40eOq_s","[1]",true,"5SPmV9nDjijmcXB76xWoE1smesydFo3h14kSp8Ai1JCp",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/5SPmV9nDjijmcXB76xWoE1smesydFo3h14kSp8Ai1JCp","SolPunk #3545","","SolPunk #3545 - Female",500,"https://arweave.net/qPynhxxqQl_w2PyQTt2Gvn8Ew4p6ufwzpo3o__aNtrk","https://solpunks.com","[{""trait_type"":""Rank"",""value"":2062},{""trait_type"":""Skin"",""value"":""Light""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Red Mohawk""},{""trait_type"":""Attribute 2"",""value"":""Blue Eye Shadow""},{""trait_type"":""Attribute Count"",""value"":2}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#2902","[100]","SolPunks","https://arweave.net/cbgs4yoEiEi0IEEYFhlNYQL1CWH-QgzBb6tlB2h3Zl0","[1]",true,"6YX8wZEjeDwLNWZ4LJ2eBKTrq4AxLrYCRYoYHUFesScb",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/6YX8wZEjeDwLNWZ4LJ2eBKTrq4AxLrYCRYoYHUFesScb","SolPunk #2902","","SolPunk #2902 - Male",500,"https://arweave.net/ZeK-M-NxtQ8P-AGYAOZuoItE2Io1q02t_EUG-OLjLAA","https://solpunks.com","[{""trait_type"":""Rank"",""value"":7368},{""trait_type"":""Skin"",""value"":""Albino""},{""trait_type"":""Type"",""value"":""Male""},{""trait_type"":""Attribute 1"",""value"":""Do-rag""},{""trait_type"":""Attribute 2"",""value"":""Shadow Beard""},{""trait_type"":""Attribute Count"",""value"":2}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#1749","[100]","SolPunks","https://arweave.net/C8eQxV-Zn_ic0fe72XhptH3J6jIFlIcyDEBnsz7D3Zk","[1]",true,"93osDLoMde8VPkTXToxgL7PTERCFQwDWyDPVKLfZDWbj",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/93osDLoMde8VPkTXToxgL7PTERCFQwDWyDPVKLfZDWbj","SolPunk #1749","","SolPunk #1749 - Female",500,"https://arweave.net/AxtH1ctkIEzRvmQobNuLbTqM6WHd0hvUBtH8p2Lthqs","https://solpunks.com","[{""trait_type"":""Rank"",""value"":2390},{""trait_type"":""Skin"",""value"":""Dark""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Blonde Bob""},{""trait_type"":""Attribute 2"",""value"":""Nerd Glasses""},{""trait_type"":""Attribute 3"",""value"":""Hot Lipstick""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#8592","[100]","SolPunks","https://arweave.net/jwcfdNfKUa0jXr7bSLcOmBSBa7cvp2Y1ophAoxNw-RY","[1]",true,"6wTxj59Mtmg35oAASoeXhHqi63XvkGuCQb7X8UTMB2Ye",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/6wTxj59Mtmg35oAASoeXhHqi63XvkGuCQb7X8UTMB2Ye","SolPunk #8592","","SolPunk #8592 - Female",500,"https://arweave.net/EAWqOy17Hw1Qfwmt2S_OQHI9QYAiB9jPozhH1TZVXpc","https://solpunks.com","[{""trait_type"":""Rank"",""value"":1737},{""trait_type"":""Skin"",""value"":""Dark""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Wild Blonde""},{""trait_type"":""Attribute 2"",""value"":""Big Shades""},{""trait_type"":""Attribute 3"",""value"":""Mole""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#5769","[100]","SolPunks","https://arweave.net/JZJtziHD9bip49FV3ib2ZpCpFNGd4RM3ixouNvzIEwc","[1]",true,"hQEf5b5gSeG3PkSakMXrwkWhrdLzFQAozHScPHecNVj",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/hQEf5b5gSeG3PkSakMXrwkWhrdLzFQAozHScPHecNVj","SolPunk #5769","","SolPunk #5769 - Female",500,"https://arweave.net/FpQZCwrOQNWgvZmpGjekBSbgscg-QjtEekt7chjH3Ic","https://solpunks.com","[{""trait_type"":""Rank"",""value"":3098},{""trait_type"":""Skin"",""value"":""Light""},{""trait_type"":""Type"",""value"":""Female""},{""trait_type"":""Attribute 1"",""value"":""Dark Hair""},{""trait_type"":""Attribute 2"",""value"":""Horned Rim Glasses""},{""trait_type"":""Attribute 3"",""value"":""Black Lipstick""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#7865","[100]","SolPunks","https://arweave.net/12RDP4XqShaxZtg4F-rM7rXkqo_anPKXaFrJnkGi_l8","[1]",true,"HEsnvAagJiqiLYcEMgtcbopyMQc1YHoSzhSe61EgpVUV",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/HEsnvAagJiqiLYcEMgtcbopyMQc1YHoSzhSe61EgpVUV","SolPunk #7865","","SolPunk #7865 - Male",500,"https://arweave.net/uJxy6jy-eqHfpeRvfQ_r7L-ZG3bR1TCJ-mgetZ6BU5w","https://solpunks.com","[{""trait_type"":""Rank"",""value"":6143},{""trait_type"":""Skin"",""value"":""Albino""},{""trait_type"":""Type"",""value"":""Male""},{""trait_type"":""Attribute 1"",""value"":""Luxurious Beard""},{""trait_type"":""Attribute 2"",""value"":""Eye Mask""},{""trait_type"":""Attribute 3"",""value"":""Messy Hair""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#15","[100]","SolPunks","https://arweave.net/MGf5Aj8HSPwc-X3L0iRzKcFmzYkunZnISwthSAEGxmY","[1]",true,"2A6ubGGkJcS5VpZQAb81GyoRspC2NinDJ6Qh6Jiv23LN",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/2A6ubGGkJcS5VpZQAb81GyoRspC2NinDJ6Qh6Jiv23LN","SolPunk #15","","SolPunk #15 - Male",500,"https://arweave.net/iN9_wDzQKvpl8NZe5tJCddSg8A1DjlaQ-B_rWB0RpII","https://solpunks.com","[{""trait_type"":""Rank"",""value"":6246},{""trait_type"":""Skin"",""value"":""Albino""},{""trait_type"":""Type"",""value"":""Male""},{""trait_type"":""Attribute 1"",""value"":""Luxurious Beard""},{""trait_type"":""Attribute 2"",""value"":""Wild Hair""},{""trait_type"":""Attribute 3"",""value"":""Regular Shades""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A""]","SolPunk_#6937","[100]","SolPunks","https://arweave.net/wpPhrDmGz7jLMgb-RGkTp3xBLKe9WrTpWxGRmF4j03s","[1]",true,"3qUbN9QYk9YAqxhvGuFd57G5vETdjYc2ZsusAAFqu8A4",false,"F5FKqzjucNDYymjHLxMR2uBT43QmaqBAMJwjwkvRRw4A","https://explorer.solana.com/address/3qUbN9QYk9YAqxhvGuFd57G5vETdjYc2ZsusAAFqu8A4","SolPunk #6937","","SolPunk #6937 - Male",500,"https://arweave.net/UilByCRBGKcQ1WZRksn_eVPxNXJ-PSznJHU-UY6gCdw","https://solpunks.com","[{""trait_type"":""Rank"",""value"":3210},{""trait_type"":""Skin"",""value"":""Dark""},{""trait_type"":""Type"",""value"":""Male""},{""trait_type"":""Attribute 1"",""value"":""Purple Hair""},{""trait_type"":""Attribute 2"",""value"":""Normal Beard Black""},{""trait_type"":""Attribute 3"",""value"":""Small Shades""},{""trait_type"":""Attribute Count"",""value"":3}]","[{""address"":""punknPuatYGcB6EM4Mt7q1qxz1PKhNiTmd1We1Srt9d"",""verified"":true,""share"":100}]"
"[""ENs2HcMY4ii4pUnRGLywq1aTBkhFise2WAthSkKikMQM"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""3CqLRSDe8H5qax4smvRyRZ7Lkb122uTkwu8Jwe6rrGgD""]","Debonair Degen Hawks #845","[0,10,90]","DDH","https://bafybeibnyuowu4gmw6hm6nrl5ucainmalpd3mughcp5aqgx3evqs3jp3d4.ipfs.dweb.link/538.json","[1,0,0]",true,"HDuqWNJKqueRS1HXfGYTokwWPrrFLVjusZ7TUy9G6QNt",true,"Up1rmL1YtV8BRqNaZPE6h2TmmwcXEV2NPaNkQHLEdxC","https://explorer.solana.com/address/HDuqWNJKqueRS1HXfGYTokwWPrrFLVjusZ7TUy9G6QNt","Debonair Degen Hawks #845","DDH","Get access to the Most Powerful DeFi-utility NFT on Solana",500,"https://bafybeiha2seu7pfhm73wxjpy4ijlbmdyfu7pfpoeohkzzdgyya42u7lpye.ipfs.dweb.link/3.png?ext=png",,"[{""trait_type"":""HawkDAO Passport"",""value"":""Prime""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""3CqLRSDe8H5qax4smvRyRZ7Lkb122uTkwu8Jwe6rrGgD"",""share"":90}]"
"[""4d4fKsKLv12jgYXqvFnafoC9nLif7PEN9DxaCnbbVKWX"",""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb""]","CryptoPet #3136","[0,100]","CP","https://arweave.net/TvErF_irCHfRa0kJUMiI4dBFxLBOiZ7_F7HnlRYeC2E","[1,0]",true,"4VwysMDHQKRjuGDMQFjsgQk1H1gkNjauAvgfRHQRSUKq",true,"CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb","https://explorer.solana.com/address/4VwysMDHQKRjuGDMQFjsgQk1H1gkNjauAvgfRHQRSUKq","CryptoPet #3136","CP","A squirrel with a gas mask, a robe, a snowboard and a tie",500,"https://www.arweave.net/LPo_QA6BqO7Y5bbl0S_8SmQwH-W9LMf6Tc8BaSYWqLA?ext=png","https://cryptopets.tech/#/pet/3136","[{""trait_type"":""Family"",""value"":""Squirrel""},{""trait_type"":""Item count"",""value"":""4""},{""trait_type"":""Item"",""value"":""Gas mask""},{""trait_type"":""Item"",""value"":""Robe""},{""trait_type"":""Item"",""value"":""Snowboard""},{""trait_type"":""Item"",""value"":""Tie""}]","[{""address"":""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb"",""share"":100,""verified"":true}]"
"[""6ALSbyHmEoAipobMGG1yNQsgFEoYxyiBZVAy5spMPuPB"",""3776BAGJpxds5BUhiYHrFvitwTZ5N8DPwFLfBEZFTnjd""]","Drippies #3917","[0,100]","DRIP","https://arweave.net/YOfG3uuDTT35TZCKx8nrDpuaK3g9bWpN3PR8HQteSYA/7iLiGXvpuvQH8PuBJm2MrQRezAPTHMVo4BQSyuXp3fcD.json","[1,0]",true,"7iLiGXvpuvQH8PuBJm2MrQRezAPTHMVo4BQSyuXp3fcD",true,"DriP9MZoccDUgJfq28F6XPM5hAti9wCFJ1Gd923iJPrK","https://explorer.solana.com/address/7iLiGXvpuvQH8PuBJm2MrQRezAPTHMVo4BQSyuXp3fcD","Drippies #3917","DRIP","A collection of vibey creatures on Solana",700,"https://arweave.net/WeX4k81n1xfmCQjaqr16a_iK_R43b8F5mBYiob5YiUQ/3916.png","https://twitter.com/drippieverse","[{""trait_type"":""Background"",""value"":""Mint""},{""trait_type"":""Ears"",""value"":""Diamond Hoops (Double | Rose Gold)""},{""trait_type"":""Eyes"",""value"":""Retro Half Frame (Blue)""},{""trait_type"":""Outfit"",""value"":""Tactical Vest (Red)""},{""trait_type"":""Skin"",""value"":""Black""},{""trait_type"":""Horns"",""value"":""Small - Black""}]","[{""address"":""3776BAGJpxds5BUhiYHrFvitwTZ5N8DPwFLfBEZFTnjd"",""share"":100}]"
"[""4d4fKsKLv12jgYXqvFnafoC9nLif7PEN9DxaCnbbVKWX"",""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb""]","CryptoPet #6445","[0,100]","CP","https://arweave.net/AJBpOdRh57xUN2E-OGyri39LFND3a_rJKn2kVu4ZKDo","[1,0]",true,"DRhyZViVTb8waESgFwUeTnZC6y74hRSCRAYeoXpjnzkc",true,"CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb","https://explorer.solana.com/address/DRhyZViVTb8waESgFwUeTnZC6y74hRSCRAYeoXpjnzkc","CryptoPet #6445","CP","A chicken with a black ops helmet, cowboy boots, a prison uniform, a shaolin moustache and sunglasses",500,"https://www.arweave.net/x0IH6APceU9IehfWQLz63oLvWV3FUmbrj3uuuKnV6Nk?ext=png","https://cryptopets.tech/#/pet/6445","[{""trait_type"":""Family"",""value"":""Chicken""},{""trait_type"":""Item count"",""value"":""5""},{""trait_type"":""Item"",""value"":""Black ops helmet""},{""trait_type"":""Item"",""value"":""Cowboy boots""},{""trait_type"":""Item"",""value"":""Prison uniform""},{""trait_type"":""Item"",""value"":""Shaolin moustache""},{""trait_type"":""Item"",""value"":""Sunglasses""}]","[{""address"":""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb"",""share"":100,""verified"":true}]"
"[""5468sFMbKyDWPHU2hF3NWW4b5WjWrefcKwDHmBq6dtDu"",""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb""]","CryptoPet #5143","[0,100]","CP","https://arweave.net/TQ7-11DazLcMcp1WHyEIT5kIjR_g3zrxnhHBczQJtw0","[1,0]",true,"DwtvoySYuCUXi6FHQzRGeexuh7XLYi4hqgEtVf9aH6hD",true,"CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb","https://explorer.solana.com/address/DwtvoySYuCUXi6FHQzRGeexuh7XLYi4hqgEtVf9aH6hD","CryptoPet #5143","CP","A cat with a headband",500,"https://www.arweave.net/GsVvDp-td1ZECSl-GK9uFbP76mruKADEJHWhIVmehMM?ext=png","https://cryptopets.tech/#/pet/5143","[{""trait_type"":""Family"",""value"":""Cat""},{""trait_type"":""Item count"",""value"":""1""},{""trait_type"":""Item"",""value"":""Headband""}]","[{""address"":""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb"",""share"":100,""verified"":true}]"
"[""4d4fKsKLv12jgYXqvFnafoC9nLif7PEN9DxaCnbbVKWX"",""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb""]","CryptoPet #2453","[0,100]","CP","https://arweave.net/xwtNrZDKwrnJfvS_kglzYJtKIcTlfZynnICWOAQ2b1w","[1,0]",true,"8dzLVHPkGoRewgY66kNqQcbH7xat5TaYExMyQbSGY4Cw",true,"CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb","https://explorer.solana.com/address/8dzLVHPkGoRewgY66kNqQcbH7xat5TaYExMyQbSGY4Cw","CryptoPet #2453","CP","A dog with a prison uniform",500,"https://www.arweave.net/xaA65FBMK6TNR02H2Zi66S8perR-9GPvvcCqf7f3Klo?ext=png","https://cryptopets.tech/#/pet/2453","[{""trait_type"":""Family"",""value"":""Dog""},{""trait_type"":""Item count"",""value"":""1""},{""trait_type"":""Item"",""value"":""Prison uniform""}]","[{""address"":""CoreQ9r5RBowQ5H9Kmd8JfuwK3EELT2XGstMr5csdTYb"",""share"":100,""verified"":true}]"